\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2025-07-12 08:00:40,,,,,,,,,,,,,,
\\For 2025,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2025-02-08,1,16849,624,1489,1057,1057,5802,1154,146,3194,566,1904,16992,144
2025-02-08,2,16442,616,1473,1027,1014,5583,1111,151,3085,552,1902,16514,71
2025-02-08,3,16146,611,1464,982,942,5433,1089,151,3003,562,2016,16252,107
2025-02-08,4,16034,618,1435,981,942,5342,1083,153,2966,572,2065,16156,123
2025-02-08,5,16107,617,1399,1014,939,5305,1089,153,2974,577,2102,16170,63
2025-02-08,6,16309,614,1377,1045,983,5368,1115,156,2995,579,2159,16391,81
2025-02-08,7,16856,617,1375,1085,1039,5527,1174,156,3100,578,2260,16911,55
2025-02-08,8,17599,632,1409,1129,1126,5724,1254,161,3230,609,2350,17623,24
2025-02-08,9,18014,650,1451,1140,1135,5952,1318,164,3319,633,2375,18138,125
2025-02-08,10,18100,660,1488,1138,1083,6153,1329,162,3379,646,2369,18408,308
2025-02-08,11,18283,655,1506,1118,1044,6320,1326,171,3485,652,2366,18644,360
2025-02-08,12,18365,647,1514,1118,1009,6450,1309,159,3495,658,2404,18762,397
2025-02-08,13,18658,647,1489,1109,988,6518,1287,157,3518,651,2463,18827,170
2025-02-08,14,18685,627,1425,1118,1004,6523,1295,157,3516,645,2454,18764,79
2025-02-08,15,18532,644,1434,1113,1125,6451,1285,159,3488,644,2419,18761,229
2025-02-08,16,18727,630,1479,1177,1192,6386,1304,162,3508,648,2408,18894,168
2025-02-08,17,19060,629,1498,1224,1282,6459,1368,164,3578,658,2425,19285,225
2025-02-08,18,19564,653,1526,1296,1366,6665,1441,164,3698,670,2317,19796,232
2025-02-08,19,19589,654,1532,1283,1367,6781,1456,163,3693,652,2214,19795,206
2025-02-08,20,19266,653,1528,1243,1318,6719,1409,159,3626,618,2121,19395,129
2025-02-08,21,18787,659,1506,1195,1270,6567,1356,159,3507,592,2030,18842,55
2025-02-08,22,18172,652,1483,1168,1199,6390,1300,156,3358,570,1937,18214,42
2025-02-08,23,17436,640,1457,1133,1150,6172,1228,153,3212,542,1844,17531,94
2025-02-08,24,16679,632,1440,1071,1095,5888,1160,150,3107,522,1820,16884,206
2025-02-09,1,16136,649,1421,1014,1069,5632,1108,147,3011,504,1835,16390,254
2025-02-09,2,15840,638,1406,1012,1037,5441,1069,146,2915,492,1851,16007,166
2025-02-09,3,15722,632,1420,998,1001,5288,1051,147,2873,488,1952,15850,129
2025-02-09,4,15687,634,1436,997,1008,5196,1041,147,2828,478,1995,15758,71
2025-02-09,5,15606,636,1411,987,1020,5151,1045,145,2865,469,2034,15761,155
2025-02-09,6,15707,639,1398,1004,1063,5176,1061,135,2886,528,2070,15959,252
2025-02-09,7,16198,642,1408,1047,1112,5302,1095,134,2982,561,2152,16435,237
2025-02-09,8,16827,658,1449,1086,1170,5454,1155,141,3043,601,2239,16998,171
2025-02-09,9,17469,676,1434,1123,1207,5677,1227,149,3119,631,2286,17528,59
2025-02-09,10,17950,679,1457,1143,1218,5914,1269,155,3173,657,2299,17962,12
2025-02-09,11,17875,666,1465,1150,1209,6046,1272,157,3236,652,2156,18008,132
2025-02-09,12,17791,654,1468,1132,1194,6204,1273,145,3280,670,2069,18089,298
2025-02-09,13,17879,610,1447,1148,1205,6280,1283,143,3336,640,2124,18215,336
2025-02-09,14,18210,602,1449,1152,1198,6319,1277,149,3266,625,2325,18360,150
2025-02-09,15,18279,599,1457,1158,1197,6285,1271,151,3267,617,2366,18367,87
2025-02-09,16,18323,607,1477,1180,1189,6303,1293,151,3343,628,2380,18551,228
2025-02-09,17,18983,644,1522,1238,1292,6426,1354,158,3452,653,2426,19164,181
2025-02-09,18,19593,666,1542,1320,1365,6728,1437,159,3608,665,2359,19850,257
2025-02-09,19,19986,677,1546,1311,1339,6929,1460,158,3665,659,2279,20023,37
2025-02-09,20,19422,680,1528,1274,1225,6774,1406,150,3627,634,2161,19460,38
2025-02-09,21,18692,684,1532,1233,1190,6615,1353,149,3486,622,2057,18921,229
2025-02-09,22,18287,706,1514,1188,1164,6425,1286,148,3443,601,1984,18460,173
2025-02-09,23,17561,691,1475,1123,1124,6117,1215,145,3304,580,1900,17674,114
2025-02-09,24,16950,673,1439,1072,1122,5812,1152,142,3180,558,1869,17019,69
2025-02-10,1,16281,666,1420,999,1060,5585,1103,140,3065,539,1871,16447,166
2025-02-10,2,15886,663,1440,975,1051,5401,1066,139,3000,538,1869,16142,256
2025-02-10,3,15875,643,1413,967,1057,5272,1056,143,2944,552,1982,16028,153
2025-02-10,4,15930,624,1378,986,1043,5252,1059,145,2928,542,2088,16047,116
2025-02-10,5,16169,619,1394,1001,1006,5294,1084,146,2979,530,2164,16218,49
2025-02-10,6,16715,624,1436,1057,1069,5500,1135,151,3064,568,2241,16845,130
2025-02-10,7,18057,646,1504,1174,1198,5928,1238,153,3323,632,2398,18193,136
2025-02-10,8,19498,675,1581,1265,1268,6470,1337,158,3632,657,2557,19599,101
2025-02-10,9,19866,689,1615,1244,1268,6676,1368,159,3687,675,2551,19932,66
2025-02-10,10,19724,687,1612,1204,1203,6843,1365,154,3689,679,2451,19887,164
2025-02-10,11,19596,675,1577,1208,1148,6893,1353,152,3715,681,2277,19678,82
2025-02-10,12,19158,661,1537,1166,1109,6927,1335,154,3678,656,1990,19213,55
2025-02-10,13,18633,637,1519,1166,1084,6902,1321,151,3637,666,1931,19012,379
2025-02-10,14,18567,634,1538,1138,1078,6900,1300,150,3617,633,1936,18922,355
2025-02-10,15,18707,636,1542,1159,1085,6825,1293,151,3664,654,2024,19033,326
2025-02-10,16,19149,642,1574,1162,1177,6872,1318,154,3699,657,2135,19389,240
2025-02-10,17,19992,670,1599,1239,1270,7012,1387,158,3779,688,2274,20076,84
2025-02-10,18,20680,686,1592,1349,1352,7205,1479,161,3828,708,2325,20684,4
2025-02-10,19,20923,697,1600,1359,1354,7319,1513,160,3914,712,2349,20976,53
2025-02-10,20,20445,721,1620,1317,1328,7230,1490,155,3872,696,2250,20679,233
2025-02-10,21,19965,725,1638,1275,1256,7069,1452,151,3792,671,2145,20173,208
2025-02-10,22,19167,719,1614,1199,1187,6857,1377,147,3697,640,2035,19472,306
2025-02-10,23,18140,717,1561,1146,1095,6474,1280,141,3509,602,1941,18466,326
2025-02-10,24,17274,727,1519,1068,1047,6069,1191,136,3298,601,1903,17559,284
2025-02-11,1,16614,707,1486,1019,988,5773,1141,137,3161,588,1895,16895,281
2025-02-11,2,16215,702,1473,1003,949,5542,1107,135,3046,575,1884,16417,201
2025-02-11,3,16032,687,1461,987,958,5405,1092,135,3008,561,1987,16280,248
2025-02-11,4,16090,679,1469,989,973,5358,1085,135,3001,577,2076,16342,252
2025-02-11,5,16331,690,1489,1015,979,5405,1103,137,3030,578,2148,16574,243
2025-02-11,6,16994,674,1507,1042,1042,5586,1158,139,3190,594,2229,17162,169
2025-02-11,7,18298,681,1555,1155,1143,6048,1255,147,3429,619,2386,18417,119
2025-02-11,8,19590,663,1610,1255,1192,6533,1367,160,3656,675,2467,19577,-13
2025-02-11,9,19689,670,1551,1254,1128,6709,1392,164,3698,689,2520,19775,86
2025-02-11,10,19542,654,1536,1210,1018,6819,1388,165,3690,685,2496,19662,120
2025-02-11,11,19259,626,1543,1155,905,6904,1371,161,3669,680,2365,19379,120
2025-02-11,12,18774,603,1532,1130,881,6911,1345,160,3616,664,2105,18948,174
2025-02-11,13,18316,587,1508,1123,882,6825,1316,166,3574,666,2039,18687,371
2025-02-11,14,18289,581,1501,1117,873,6796,1293,162,3548,620,1957,18449,160
2025-02-11,15,18311,574,1522,1124,934,6784,1289,161,3581,621,1978,18568,256
2025-02-11,16,18692,576,1543,1173,1090,6819,1306,162,3599,627,2023,18918,226
2025-02-11,17,19434,589,1590,1239,1241,6891,1388,165,3657,662,2271,19692,257
2025-02-11,18,20134,610,1616,1290,1361,7048,1491,167,3744,693,2343,20363,229
2025-02-11,19,20513,644,1615,1300,1367,7210,1533,165,3884,693,2314,20725,212
2025-02-11,20,20473,675,1635,1311,1351,7174,1523,160,3878,696,2236,20639,166
2025-02-11,21,20162,680,1692,1308,1325,7054,1490,157,3831,655,2133,20324,162
2025-02-11,22,19494,730,1698,1245,1294,6822,1430,157,3717,623,2028,19744,250
2025-02-11,23,18541,726,1646,1169,1215,6504,1350,154,3491,597,1939,18791,250
2025-02-11,24,17808,734,1602,1113,1119,6116,1269,151,3327,559,1893,17884,75
2025-02-12,1,17035,726,1512,1058,1077,5814,1220,148,3172,538,1885,17152,117
2025-02-12,2,16538,724,1502,1042,1066,5621,1188,148,3062,525,1885,16762,225
2025-02-12,3,16534,721,1522,1038,1066,5493,1173,150,3016,518,1995,16693,159
2025-02-12,4,16618,723,1517,1051,1066,5438,1165,150,3002,535,2050,16698,80
2025-02-12,5,16810,723,1510,1082,1109,5485,1178,148,3004,555,2113,16908,98
2025-02-12,6,17471,706,1529,1135,1162,5692,1236,149,3132,554,2204,17499,28
2025-02-12,7,18610,701,1581,1252,1243,6139,1343,152,3333,597,2324,18665,55
2025-02-12,8,19804,708,1637,1337,1298,6618,1443,155,3603,659,2443,19901,98
2025-02-12,9,19650,716,1637,1270,1185,6865,1454,155,3692,668,2405,20048,397
2025-02-12,10,19534,685,1630,1214,1105,6954,1412,155,3704,649,2353,19861,327
2025-02-12,11,19195,630,1596,1182,1009,6947,1359,153,3658,660,2292,19488,293
2025-02-12,12,19053,610,1571,1166,876,7060,1320,149,3709,668,2265,19391,338
2025-02-12,13,19146,604,1541,1150,843,7052,1289,153,3675,662,2303,19272,126
2025-02-12,14,19266,625,1528,1132,907,7120,1282,155,3737,684,2344,19514,248
2025-02-12,15,19607,625,1516,1164,978,7109,1318,153,3753,681,2337,19635,28
2025-02-12,16,19653,630,1537,1204,1136,7120,1356,154,3701,695,2393,19928,275
2025-02-12,17,20257,645,1562,1292,1262,7228,1434,160,3786,676,2463,20509,252
2025-02-12,18,20970,667,1581,1408,1374,7426,1527,156,3867,650,2361,21018,49
2025-02-12,19,21036,691,1584,1411,1342,7510,1563,156,3908,666,2284,21115,79
2025-02-12,20,20936,724,1595,1394,1341,7445,1545,150,3904,676,2215,20989,53
2025-02-12,21,20540,702,1563,1360,1325,7284,1504,150,3831,643,2128,20490,-50
2025-02-12,22,19606,661,1546,1283,1257,7000,1432,146,3657,571,2041,19593,-14
2025-02-12,23,18522,677,1513,1209,1162,6597,1341,144,3521,580,1912,18655,133
2025-02-12,24,17640,702,1502,1142,1102,6219,1258,144,3306,553,1886,17814,174
2025-02-13,1,17106,688,1485,1092,1068,5903,1204,148,3146,528,1880,17142,36
2025-02-13,2,16773,688,1473,1069,1050,5727,1182,152,3109,515,1892,16856,83
2025-02-13,3,16807,689,1456,1057,1060,5584,1161,155,3030,505,1990,16688,-119
2025-02-13,4,16720,687,1428,1041,1067,5519,1158,156,3072,497,2055,16680,-41
2025-02-13,5,16771,680,1433,1059,1074,5504,1168,156,3047,526,2110,16756,-15
2025-02-13,6,17186,690,1419,1111,1109,5673,1206,157,3153,540,2170,17228,42
2025-02-13,7,18035,705,1465,1161,1189,5916,1284,159,3310,577,2305,18071,37
2025-02-13,8,18700,705,1533,1249,1210,6286,1378,164,3442,625,2432,19024,325
2025-02-13,9,19195,676,1543,1282,1236,6589,1408,158,3519,635,2483,19528,333
2025-02-13,10,19706,655,1564,1262,1284,6806,1419,154,3601,647,2495,19887,181
2025-02-13,11,19755,620,1547,1294,1302,6930,1396,150,3596,654,2477,19966,211
2025-02-13,12,19554,598,1500,1300,1297,6976,1379,148,3618,653,2305,19774,220
2025-02-13,13,19451,579,1488,1295,1290,7021,1365,146,3611,673,2162,19629,179
2025-02-13,14,19160,574,1487,1262,1261,6912,1329,145,3559,667,2160,19356,196
2025-02-13,15,18948,575,1502,1258,1197,6851,1307,145,3546,667,2173,19220,272
2025-02-13,16,19262,581,1529,1271,1127,6893,1338,146,3552,661,2325,19422,160
2025-02-13,17,19733,600,1559,1326,1206,6975,1407,150,3586,683,2374,19865,132
2025-02-13,18,20007,630,1587,1376,1280,7100,1489,155,3694,672,2288,20271,265
2025-02-13,19,20207,654,1606,1360,1296,7220,1529,153,3803,669,2230,20520,312
2025-02-13,20,20185,664,1612,1340,1287,7132,1514,180,3821,652,2141,20341,156
2025-02-13,21,19773,694,1613,1295,1243,6999,1480,191,3717,627,2029,19887,114
2025-02-13,22,19079,723,1599,1218,1192,6832,1410,187,3552,633,1920,19265,187
2025-02-13,23,18127,744,1563,1167,1113,6465,1321,183,3392,591,1824,18364,236
2025-02-13,24,17301,730,1549,1110,1046,6106,1233,180,3207,558,1789,17509,208
2025-02-14,1,16686,723,1530,1063,1017,5831,1182,180,3055,538,1793,16913,227
2025-02-14,2,16475,723,1537,1015,1026,5647,1151,182,2954,527,1824,16585,110
2025-02-14,3,16428,719,1532,993,1044,5521,1130,186,2902,525,1927,16479,50
2025-02-14,4,16542,719,1540,1024,1042,5468,1124,187,2900,544,2004,16551,9
2025-02-14,5,16772,715,1505,1055,1055,5504,1143,187,2940,547,2076,16726,-46
2025-02-14,6,17317,718,1490,1114,1094,5654,1192,192,3102,602,2170,17329,11
2025-02-14,7,18553,728,1539,1192,1204,6066,1284,197,3344,634,2321,18510,-42
2025-02-14,8,19441,676,1565,1232,1289,6452,1373,203,3586,648,2460,19482,41
2025-02-14,9,19449,670,1575,1226,1225,6753,1410,205,3564,659,2472,19760,310
2025-02-14,10,19531,654,1567,1207,1150,6877,1410,204,3574,652,2432,19727,196
2025-02-14,11,19481,628,1494,1217,1063,6893,1395,205,3675,635,2216,19422,-59
2025-02-14,12,19076,636,1471,1185,954,6938,1379,205,3638,639,2136,19182,105
2025-02-14,13,18807,639,1450,1182,880,6936,1367,202,3581,631,2075,18943,136
2025-02-14,14,18734,636,1442,1172,891,6936,1349,202,3551,632,2089,18901,166
2025-02-14,15,18791,630,1448,1160,942,6902,1346,205,3502,635,2240,19010,219
2025-02-14,16,19088,648,1467,1150,1003,6877,1365,207,3533,644,2412,19305,218
2025-02-14,17,19532,661,1538,1236,1162,6893,1423,206,3593,668,2465,19845,314
2025-02-14,18,20075,722,1541,1301,1331,6988,1485,207,3706,686,2382,20348,273
2025-02-14,19,20394,707,1482,1318,1370,7072,1528,207,3805,685,2333,20506,111
2025-02-14,20,20012,708,1522,1287,1368,7005,1510,203,3709,680,2226,20219,207
2025-02-14,21,19617,708,1599,1243,1347,6901,1478,201,3651,661,2111,19899,282
2025-02-14,22,19128,707,1611,1195,1306,6711,1431,201,3573,640,2007,19381,253
2025-02-14,23,18307,695,1566,1135,1241,6385,1351,199,3369,613,1902,18455,147
2025-02-14,24,17477,677,1536,1094,1188,6080,1272,196,3212,539,1848,17641,165
2025-02-15,1,16900,666,1496,1074,1146,5779,1202,194,3094,504,1834,16989,90
2025-02-15,2,16423,658,1472,1045,1124,5545,1158,193,3008,527,1834,16565,142
2025-02-15,3,16238,668,1473,1020,1106,5407,1136,195,2932,531,1910,16379,141
2025-02-15,4,16117,675,1483,1011,1104,5302,1124,195,2911,527,1957,16288,171
2025-02-15,5,16087,672,1470,1025,1108,5253,1123,193,2886,515,2006,16251,164
2025-02-15,6,16296,673,1468,1047,1120,5306,1134,194,2911,524,2042,16419,123
2025-02-15,7,16643,678,1465,1070,1161,5436,1164,195,3003,568,2114,16854,210
2025-02-15,8,17156,692,1516,1104,1189,5590,1229,195,3070,616,2214,17416,261
2025-02-15,9,17601,700,1492,1157,1218,5850,1298,197,3210,655,2263,18041,440
2025-02-15,10,18136,707,1505,1194,1165,6104,1350,206,3260,652,2334,18476,341
2025-02-15,11,18589,684,1498,1191,1159,6320,1359,206,3385,670,2406,18879,290
2025-02-15,12,18950,658,1483,1187,1178,6496,1373,206,3406,682,2446,19115,165
2025-02-15,13,19242,656,1481,1211,1190,6609,1380,206,3409,642,2452,19236,-6
2025-02-15,14,19180,669,1470,1210,1189,6620,1382,207,3422,621,2422,19213,32
2025-02-15,15,19169,668,1448,1218,1185,6558,1393,206,3416,603,2361,19055,-113
2025-02-15,16,19020,637,1477,1252,1205,6554,1397,207,3353,595,2313,18990,-30
2025-02-15,17,18939,619,1493,1281,1256,6587,1428,207,3397,624,2324,19215,276
2025-02-15,18,19453,639,1517,1317,1305,6735,1496,207,3514,671,2289,19690,237
2025-02-15,19,19835,694,1560,1349,1268,6855,1517,204,3569,668,2216,19899,65
2025-02-15,20,19416,696,1564,1321,1219,6743,1470,200,3495,680,2111,19501,85
2025-02-15,21,18759,691,1582,1280,1176,6570,1402,195,3369,588,1980,18834,75
2025-02-15,22,18081,682,1563,1230,1151,6343,1344,193,3278,596,1894,18275,193
2025-02-15,23,17407,671,1541,1175,1087,6109,1281,191,3096,583,1800,17533,126
2025-02-15,24,16666,662,1525,1129,1044,5781,1216,190,2932,586,1757,16820,154
2025-02-16,1,16130,679,1498,1086,999,5519,1162,188,2793,589,1756,16269,139
2025-02-16,2,15897,682,1486,1052,984,5364,1125,187,2789,576,1762,16007,110
2025-02-16,3,15756,688,1474,1029,975,5202,1110,185,2740,580,1854,15838,82
2025-02-16,4,15696,687,1443,1026,947,5152,1108,185,2696,574,1901,15718,23
2025-02-16,5,15603,684,1435,1039,965,5115,1111,188,2670,576,1945,15728,125
2025-02-16,6,15871,684,1445,1050,971,5198,1132,191,2727,577,1978,15954,82
2025-02-16,7,16299,688,1435,1082,1043,5307,1168,195,2783,595,2039,16335,36
2025-02-16,8,16677,701,1421,1107,1085,5448,1226,201,2877,582,2120,16769,92
2025-02-16,9,17346,715,1463,1167,1150,5671,1305,203,2984,589,2177,17423,77
2025-02-16,10,17977,711,1500,1216,1200,5936,1374,203,3089,625,2223,18078,101
2025-02-16,11,18740,698,1516,1255,1236,6236,1423,201,3215,632,2295,18707,-33
2025-02-16,12,19249,682,1494,1271,1265,6452,1443,200,3328,588,2314,19036,-212
2025-02-16,13,19343,666,1465,1259,1291,6584,1460,202,3331,596,2306,19159,-184
2025-02-16,14,19115,662,1467,1257,1260,6582,1452,200,3313,577,2268,19039,-76
2025-02-16,15,18925,669,1498,1246,1244,6511,1436,197,3284,593,2254,18932,7
2025-02-16,16,18978,677,1517,1248,1247,6485,1434,198,3282,640,2254,18982,4
2025-02-16,17,19237,692,1529,1283,1274,6556,1472,199,3334,661,2275,19277,39
2025-02-16,18,19616,715,1551,1346,1323,6691,1532,201,3451,694,2179,19683,68
2025-02-16,19,19701,696,1581,1347,1320,6854,1564,199,3521,683,2077,19843,142
2025-02-16,20,19344,694,1579,1334,1304,6777,1506,195,3477,644,1975,19484,140
2025-02-16,21,18804,695,1551,1282,1240,6603,1448,191,3405,630,1876,18920,117
2025-02-16,22,18154,688,1556,1227,1154,6378,1379,189,3229,610,1796,18208,54
2025-02-16,23,17271,683,1555,1164,1108,6100,1308,185,3097,593,1683,17476,204
2025-02-16,24,16660,672,1552,1107,1042,5806,1241,182,3007,596,1671,16874,214
2025-02-17,1,16112,663,1517,1063,1008,5581,1194,182,2829,581,1686,16304,192
2025-02-17,2,15730,660,1523,1023,988,5337,1163,179,2817,574,1697,15962,232
2025-02-17,3,15699,656,1529,1020,989,5214,1150,179,2787,579,1799,15903,204
2025-02-17,4,15729,656,1520,1053,1004,5159,1148,178,2769,573,1862,15923,194
2025-02-17,5,15828,657,1518,1077,1012,5168,1164,179,2778,591,1915,16060,232
2025-02-17,6,16155,661,1520,1105,1040,5235,1188,180,2878,580,1971,16358,202
2025-02-17,7,16695,667,1471,1167,1095,5394,1234,183,2909,586,2071,16777,82
2025-02-17,8,17078,687,1517,1210,1137,5511,1286,193,2990,605,2151,17286,207
2025-02-17,9,17637,696,1548,1218,1108,5670,1331,196,3113,617,2213,17710,73
2025-02-17,10,17713,693,1541,1213,1053,5829,1359,193,3149,616,2220,17867,154
2025-02-17,11,17732,680,1552,1206,1003,6024,1374,193,3238,620,2038,17928,196
2025-02-17,12,17917,694,1551,1206,959,6215,1366,193,3329,640,2085,18237,320
2025-02-17,13,18105,688,1531,1199,942,6324,1362,194,3386,641,1957,18226,120
2025-02-17,14,17928,677,1515,1175,938,6310,1365,193,3355,636,1906,18071,142
2025-02-17,15,17805,671,1478,1193,989,6296,1359,194,3277,643,1895,17993,188
2025-02-17,16,18024,676,1493,1239,1065,6319,1374,195,3277,639,2058,18334,310
2025-02-17,17,18884,692,1542,1296,1202,6448,1441,197,3349,648,2266,19080,197
2025-02-17,18,19659,704,1595,1399,1322,6682,1518,198,3469,672,2243,19801,143
2025-02-17,19,19971,722,1627,1407,1314,6943,1559,198,3580,666,2187,20203,232
2025-02-17,20,19859,712,1641,1375,1317,6914,1532,194,3563,647,2125,20019,160
2025-02-17,21,19505,710,1661,1339,1285,6871,1485,192,3488,634,2010,19674,169
2025-02-17,22,18954,704,1661,1290,1225,6673,1413,189,3441,615,1948,19159,204
2025-02-17,23,18153,699,1635,1191,1134,6342,1323,186,3271,580,1847,18209,56
2025-02-17,24,17233,690,1609,1130,1067,6069,1253,183,3097,550,1823,17470,237
2025-02-18,1,16677,669,1572,1098,1018,5782,1209,183,3019,548,1823,16921,243
2025-02-18,2,16482,669,1555,1062,1035,5595,1188,183,2983,551,1851,16672,190
2025-02-18,3,16706,662,1561,1044,1029,5519,1185,182,3002,544,1962,16689,-18
2025-02-18,4,16787,660,1546,1050,1044,5464,1190,182,2985,558,2041,16721,-66
2025-02-18,5,17000,691,1513,1102,1070,5544,1216,183,3037,560,2125,17041,41
2025-02-18,6,17704,702,1476,1165,1127,5729,1271,186,3166,566,2222,17610,-94
2025-02-18,7,18717,688,1509,1256,1201,6139,1370,188,3367,610,2354,18681,-36
2025-02-18,8,19731,704,1565,1325,1267,6622,1453,192,3591,653,2485,19857,126
2025-02-18,9,20001,708,1632,1297,1170,6864,1474,197,3676,664,2494,20176,175
2025-02-18,10,19869,697,1638,1267,1080,6937,1466,198,3646,666,2385,19979,110
2025-02-18,11,19613,650,1602,1256,1034,7029,1445,195,3656,656,2202,19725,112
2025-02-18,12,19436,631,1592,1253,991,7119,1429,193,3669,686,2020,19584,147
2025-02-18,13,19243,607,1575,1249,945,7172,1419,194,3680,661,1927,19427,184
2025-02-18,14,19214,599,1560,1241,975,7141,1407,193,3684,665,1896,19360,146
2025-02-18,15,19241,598,1595,1228,1003,7146,1392,193,3637,681,1897,19370,128
2025-02-18,16,19508,618,1618,1265,1066,7145,1409,195,3665,660,1968,19609,100
2025-02-18,17,20292,620,1654,1358,1180,7261,1472,198,3721,689,2168,20320,28
2025-02-18,18,21142,637,1622,1458,1351,7375,1540,197,3838,689,2313,21020,-123
2025-02-18,19,21272,648,1632,1451,1410,7519,1581,197,3915,696,2326,21375,103
2025-02-18,20,21072,659,1625,1437,1348,7542,1576,193,3888,717,2240,21225,153
2025-02-18,21,20591,660,1640,1383,1312,7386,1538,192,3825,690,2141,20767,176
2025-02-18,22,19849,658,1596,1333,1275,7134,1469,189,3668,644,2059,20025,176
2025-02-18,23,18808,643,1548,1235,1207,6757,1372,186,3529,549,1946,18972,164
2025-02-18,24,18129,666,1568,1156,1143,6353,1297,183,3381,510,1910,18168,39
2025-02-19,1,17566,685,1567,1113,1102,6055,1259,182,3202,502,1881,17547,-18
2025-02-19,2,17270,681,1561,1085,1070,5831,1232,182,3160,524,1903,17229,-41
2025-02-19,3,17184,676,1562,1071,1053,5694,1222,181,3103,475,2016,17054,-130
2025-02-19,4,17120,668,1491,1067,1051,5634,1223,190,3100,474,2098,16997,-123
2025-02-19,5,17157,651,1444,1090,1080,5669,1250,199,3111,483,2162,17139,-19
2025-02-19,6,17623,652,1454,1146,1161,5848,1307,200,3221,526,2235,17751,128
2025-02-19,7,18866,665,1516,1239,1260,6234,1417,202,3438,639,2379,18989,124
2025-02-19,8,20024,644,1580,1302,1320,6693,1512,208,3679,652,2530,20119,95
2025-02-19,9,20208,646,1592,1299,1232,6907,1514,211,3782,645,2536,20364,156
2025-02-19,10,20068,640,1573,1251,1102,6985,1477,210,3788,695,2506,20226,158
2025-02-19,11,19811,632,1563,1191,1025,7024,1452,211,3827,632,2315,19872,60
2025-02-19,12,19582,629,1530,1167,966,7110,1431,210,3804,617,2219,19683,100
2025-02-19,13,19258,649,1521,1165,918,7122,1410,209,3775,641,2127,19538,280
2025-02-19,14,19284,651,1545,1152,903,7107,1399,211,3740,684,2192,19584,300
2025-02-19,15,19552,650,1554,1151,926,7077,1392,212,3736,675,2337,19710,157
2025-02-19,16,19854,655,1564,1190,1024,7117,1409,213,3747,684,2368,19970,116
2025-02-19,17,20502,670,1552,1267,1192,7209,1470,213,3795,703,2468,20539,37
2025-02-19,18,21000,677,1526,1377,1370,7319,1548,211,3884,678,2483,21072,72
2025-02-19,19,21302,684,1548,1394,1401,7468,1602,210,3983,676,2433,21399,96
2025-02-19,20,20984,724,1558,1359,1377,7409,1607,206,3952,690,2323,21205,221
2025-02-19,21,20512,722,1541,1325,1349,7244,1575,204,3910,671,2205,20746,234
2025-02-19,22,19797,712,1520,1288,1286,7027,1513,202,3795,594,2118,20054,257
2025-02-19,23,18833,699,1486,1200,1248,6692,1413,199,3599,559,2008,19103,269
2025-02-19,24,18052,685,1435,1131,1198,6314,1328,197,3391,517,1969,18164,111
2025-02-20,1,17393,667,1432,1063,1158,6032,1268,196,3233,491,1934,17474,82
2025-02-20,2,16924,645,1433,1047,1138,5817,1233,197,3178,499,1920,17107,183
2025-02-20,3,16881,644,1439,1048,1132,5669,1211,197,3146,556,2028,17071,190
2025-02-20,4,16886,646,1445,1057,1147,5626,1202,197,3058,500,2098,16976,90
2025-02-20,5,16888,646,1425,1081,1166,5652,1220,198,3142,526,2139,17196,308
2025-02-20,6,17539,642,1434,1149,1206,5841,1270,200,3229,578,2215,17764,224
2025-02-20,7,18743,615,1485,1260,1289,6281,1378,202,3418,573,2368,18869,126
2025-02-20,8,19991,608,1552,1310,1344,6760,1481,210,3687,628,2487,20066,75
2025-02-20,9,20076,632,1551,1273,1204,6931,1501,213,3749,623,2480,20156,80
2025-02-20,10,19880,611,1517,1218,1091,7122,1464,211,3759,622,2458,20073,193
2025-02-20,11,19670,583,1482,1182,999,7189,1423,207,3768,627,2352,19812,142
2025-02-20,12,19327,564,1486,1166,963,7209,1385,204,3752,621,2207,19557,230
2025-02-20,13,18895,549,1456,1150,941,7170,1357,202,3699,628,2063,19216,321
2025-02-20,14,18897,583,1483,1139,929,7127,1352,204,3672,689,2096,19275,378
2025-02-20,15,19071,589,1499,1198,982,7044,1369,204,3644,689,2140,19359,288
2025-02-20,16,19393,587,1509,1227,1128,7115,1388,206,3648,679,2159,19647,253
2025-02-20,17,20008,591,1540,1306,1212,7168,1443,207,3685,693,2309,20154,146
2025-02-20,18,20462,603,1539,1371,1301,7283,1527,206,3759,678,2294,20561,99
2025-02-20,19,20676,639,1562,1369,1330,7486,1587,201,3850,699,2269,20993,317
2025-02-20,20,20709,659,1569,1369,1334,7446,1589,196,3907,641,2219,20929,220
2025-02-20,21,20179,659,1541,1323,1315,7306,1557,196,3817,619,2098,20432,252
2025-02-20,22,19478,658,1537,1257,1260,7052,1499,196,3738,603,2020,19820,342
2025-02-20,23,18597,648,1497,1203,1183,6717,1418,197,3576,623,1898,18960,363
2025-02-20,24,17909,639,1495,1129,1141,6346,1342,198,3448,619,1860,18215,307
2025-02-21,1,17265,623,1441,1089,1075,6047,1282,187,3297,591,1830,17463,198
2025-02-21,2,16782,618,1419,1070,1033,5828,1232,187,3212,584,1839,17023,241
2025-02-21,3,16738,617,1415,1060,1049,5652,1211,189,3124,595,1948,16860,122
